0.,0.2,1.
0.005,0.2,0.9468168638949667
0.01,0.2,0.8989979417534673
0.015,0.2,0.8557715428011639
0.02,0.2,0.816507067633384
0.025,0.2,0.7806842036534584
0.03,0.2,0.7478698462013169
0.035,0.2,0.7177005774887333
0.04,0.2,0.6898692033293699
0.045,0.2,0.6641142928094196
0.05,0.2,0.640211968
0.055,0.2,0.6179693989500045
0.06,0.2,0.5972196048051124
0.065,0.2,0.5778172651621702
0.07,0.2,0.5596353199346011
0.075,0.2,0.5425621899025704
0.08,0.2,0.5264994897215337
0.085,0.2,0.5113601345564843
0.09,0.2,0.497066763536891
0.095,0.2,0.4835504198836273
0.1,0.2,0.47074944026053334
0.105,0.2,0.45860851566587224
0.11,0.2,0.4470778937391495
0.115,0.2,0.43611269825493437
0.12,0.2,0.42567234620459815
0.125,0.2,0.4157200465245666
0.13,0.2,0.4062223674371414
0.135,0.2,0.3971488616942915
0.14,0.2,0.38847174088312997
0.145,0.2,0.38016559146134093
0.15,0.2,0.3722071264165419
0.155,0.2,0.36457496744352397
0.16,0.2,0.3572494533527697
0.165,0.2,0.3502124710981025
0.17,0.2,0.34344730636870535
0.17500000000000002,0.2,0.3369385111532293
0.18,0.2,0.3306717860688963
0.185,0.2,0.3246338755704793
0.19,0.2,0.31881247442413957
0.195,0.2,0.31319614405842894
0.2,0.2,0.3077742375967228
0.20500000000000002,0.2,0.30253683253795305
0.21,0.2,0.2974746701906473
0.215,0.2,0.2925791010829938
0.22,0.2,0.28784203567222305
0.225,0.2,0.2832558997627689
0.23,0.2,0.2788135941166933
0.23500000000000001,0.2,0.2745084578036013
0.24,0.2,0.27033423489230646
0.245,0.2,0.26628504413412346
0.25,0.2,0.26235535132896587
