0.005,0.,0.9569770352235087
0.005,0.005,0.9567705740427287
0.005,0.01,0.9565621215857101
0.005,0.015,0.9563516489022418
0.005,0.02,0.9561391264781417
0.005,0.025,0.9559245242214532
0.005,0.03,0.955707811448238
0.005,0.035,0.9554889568679444
0.005,0.04,0.9552679285683411
0.005,0.045,0.9550446940000001
0.005,0.05,0.9548192199603102
0.005,0.055,0.9545914725770097
0.005,0.06,0.9543614172912166
0.005,0.065,0.9541290188399391
0.005,0.07,0.9538942412380521
0.005,0.075,0.9536570477597125
0.005,0.08,0.9534174009192026
0.005,0.085,0.9531752624511718
0.005,0.09,0.9529305932902604
0.005,0.095,0.9526833535500803
0.005,0.1,0.9524335025015297
0.005,0.105,0.9521809985504175
0.005,0.11,0.951925799214369
0.005,0.115,0.9516678610989895
0.005,0.12,0.9514071398732553
0.005,0.125,0.9511435902441028
0.005,0.13,0.950877165930188
0.005,0.135,0.9506078196347789
0.005,0.14,0.9503355030177539
0.005,0.145,0.9500601666666667
0.005,0.15,0.9497817600668418
0.005,0.155,0.9495002315704663
0.005,0.16,0.9492155283646332
0.005,0.165,0.9489275964382982
0.005,0.17,0.948636380548105
0.005,0.17500000000000002,0.9483418241830333
0.005,0.18,0.9480438695278249
0.005,0.185,0.9477424574251324
0.005,0.19,0.9474375273363465
0.005,0.195,0.947129017301038
0.005,0.2,0.9468168638949667
0.005,0.20500000000000002,0.9465010021865888
0.005,0.21,0.9461813656920086
0.005,0.215,0.9458578863283006
0.005,0.22,0.9455304943651391
0.005,0.225,0.9451991183746609
0.005,0.23,0.9448636851794852
0.005,0.23500000000000001,0.9445241197988111
0.005,0.24,0.94418034539251
0.005,0.245,0.9438322832031251
0.005,0.25,0.9434798524956844

0.01,0.,0.9174999942086239
0.01,0.005,0.9171204501173531
0.01,0.01,0.9167373971193415
0.01,0.015,0.9163507863207012
0.01,0.02,0.9159605679147588
0.01,0.025,0.9155666911606518
0.01,0.03,0.9151691043613184
0.01,0.035,0.9147677548408648
0.01,0.04,0.9143625889212827
0.01,0.045,0.9139535518985019
0.01,0.05,0.9135405880177516
0.01,0.055,0.9131236404482069
0.01,0.06,0.9127026512569013
0.01,0.065,0.912277561381872
0.01,0.07,0.9118483106045188
0.01,0.075,0.9114148375211448
0.01,0.08,0.9109770795136567
0.01,0.085,0.9105349727193837
0.01,0.09,0.910088452
0.01,0.095,0.9096374509095058
0.01,0.1,0.9091819016612406
0.01,0.105,0.9087217350938929
0.01,0.11,0.9082568806364694
0.01,0.115,0.9077872662721894
0.01,0.12,0.9073128185012597
0.01,0.125,0.9068334623024967
0.01,0.13,0.9063491210937501
0.01,0.135,0.9058597166910812
0.01,0.14,0.9053651692666569
0.01,0.145,0.9048653973053066
0.01,0.15,0.9043603175596929
0.01,0.155,0.9038498450040472
0.01,0.16,0.903333892786412
0.01,0.165,0.9028123721793379
0.01,0.17,0.9022851925289719
0.01,0.17500000000000002,0.9017522612024795
0.01,0.18,0.901213483533735
0.01,0.185,0.9006687627672105
